Data Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power (W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge Energy (Wh),Discharge_Energy(Wh),Capacity (Ah),mAh/g,ACR (Ohm),dV/dt (V/s),Internal_Resistance(Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1 (C/s),Aux_Temperature_2 (C),Aux_dT/dt_2 (C/s),Aux_Temperature_3 (C),Aux_dT/dt_3 (C/s)
289,2023/06/06 13:29:41,6338.518,100.0012,1,5,0,0,0,0,-2.749542,4.156304,-11.427932412768,4.545062e-7,0.07633562,1.908939e-6,0.3179415,0.07633562,0.652441196581197,,-0.0001759198,,,,,,,,,,,,,25.95336,-0.2407809,25.90463,0.002745041,26.09413,0.1191359
290,2023/06/06 13:29:51,6348.5177,110.0009,1,5,0,0,0,0,-2.749138,4.155308,-11.423515124504,4.545062e-7,0.08397238,1.908939e-6,0.3496787,0.08397238,0.71771264957265,,-0.0001119079,,,,,,,,,,,,,26.3473051729789,0.247833774781302,26.0006341870241,0.015394902014245,26.0480542022269,-0.183481766441898
291,2023/06/06 13:30:01,6358.5176,120.0008,1,5,0,0,0,0,-2.749008,4.153612,-11.418312616896,4.545062e-7,0.09160326,1.908939e-6,0.3813803,0.09160326,0.782933846153846,,-0.0001067532,,5.079187,,,,,,,,,,,26.04281,0.1577546,25.75263,-0.1831423,26.38967,0.1482743
292,2023/06/06 13:30:11,6368.5178,130.001,1,5,0,0,0,0,-2.749268,4.152279,-11.415727781772,4.545062e-7,0.09924178,1.908939e-6,0.4131023,0.09924178,0.848220341880342,,-0.0001294389,,,,,,,,,,,,,25.9339305321323,-0.203164157217236,25.7004838435947,-0.248513953845249,26.3304430208468,0.101521415631504
293,2023/06/06 13:30:21,6378.5178,140.001,1,5,0,0,0,0,-2.749329,4.150684,-11.411595891036,4.545062e-7,0.1068768,1.908939e-6,0.444799,0.1068768,0.913476923076923,,-0.0001165407,,,,,,,,,,,,,25.98369,-0.3871709,25.72897,-0.1884955,26.36603,0.216576
294,2023/06/06 13:30:31,6388.5183,150.0015,1,5,0,0,0,0,-2.749046,4.149489,-11.407136137494,4.545062e-7,0.1145127,1.908939e-6,0.4764881,0.1145127,0.978741025641026,,-0.0001776636,,5.135345,0.1936513,,,,,,,,,,26.31399,0.3864903,25.97437,0.3987418,26.01467,-0.118776
295,2023/06/06 13:30:41,6398.5181,160.0013,1,5,0,0,0,0,-2.748581,4.147729,-11.400369122549,4.545062e-7,0.1221449,1.908939e-6,0.5081511,0.1221449,1.0439735042735,,-0.0001582161,,,,,,,,,,,,,26.3570304381173,0.280289817919769,26.038770031646,0.111197530799389,26.029369207253,-0.324004981970892
296,2023/06/06 13:30:51,6408.5177,170.0009,1,5,0,0,0,0,-2.749367,4.146416,-11.400019318672,4.545062e-7,0.1297804,1.908939e-6,0.5398166,0.1297804,1.10923418803419,,-0.0001438483,,,,,,,,,,,,,26.35084,0.4557992,25.98996,-0.01557731,26.0658,-0.1673084
297,2023/06/06 13:31:01,6418.5182,180.0014,1,5,0,0,0,0,-2.749352,4.145245,-11.39673763124,4.545062e-7,0.1374174,1.908939e-6,0.5714776,0.1374174,1.17450769230769,,-0.0001606991,,,,,,,,,,,,,26.22138,-0.177034,26.07341,0.0936821,26.09246,-0.3814617
298,2023/06/06 13:31:11,6428.5169,190.0001,1,5,0,0,0,0,-2.749008,4.143549,-11.390649349392,4.545062e-7,0.1450493,1.908939e-6,0.603107,0.1450493,1.23973760683761,,-0.0001215196,,5.515678,,,,,,,,,,,25.93788,-0.2539795,25.73286,-0.2194049,26.33439,0.1539221
299,2023/06/06 13:31:21,6438.5177,200.0009,1,5,0,0,0,0,-2.749229,4.142405,-11.388419955745,4.545062e-7,0.1526864,1.908939e-6,0.6347469,0.1526864,1.30501196581197,,-0.0002783572,,,,,,,,,,,,,26.23879,-0.07803627,25.85648,-0.3015005,26.31593,0.04480736
300,2023/06/06 13:31:31,6448.5179,210.0011,1,5,0,0,0,0,-2.748932,4.1408,-11.3827776256,4.545062e-7,0.1603229,1.908939e-6,0.6663737,0.1603229,1.3702811965812,,-0.0001465287,,,,,,,,,,,,,26.3375920906121,0.278804965804364,25.9411917798523,0.179000862649725,26.2443797590672,0.0939024545773667
301,2023/06/06 13:31:41,6458.5174,220.0006,1,5,0,0,0,0,-2.748894,4.139603,-11.379329849082,4.545062e-7,0.1679527,1.908939e-6,0.6979625,0.1679527,1.43549316239316,,-0.000126206,,5.190952,0.1867041,,,,,,,,,,26.44458,0.3162338,26.05541,0.1252059,26.26629,-0.1462255
302,2023/06/06 13:31:51,6468.5183,230.0015,1,5,0,0,0,0,-2.748734,4.137994,-11.374244799596,4.545062e-7,0.1755885,1.908939e-6,0.7295656,0.1755885,1.50075641025641,,-0.000161184,,,,,,,,,,,,,26.43913,0.3753265,26.02866,0.06749491,26.21821,-0.1185635
303,2023/06/06 13:32:01,6478.518,240.0012,1,5,0,0,0,0,-2.748871,4.13678,-11.37147457538,4.545062e-7,0.1832253,1.908939e-6,0.7611623,0.1832253,1.56602820512821,,-9.599204e-5,,,,,,,,,,,,,26.26706,-0.1715339,26.14042,0.1690278,26.13821,-0.3405222
304,2023/06/06 13:32:11,6488.5176,250.0008,1,5,0,0,0,0,-2.748817,4.135161,-11.366800854537,4.545062e-7,0.1908604,1.908939e-6,0.7927412,0.1908604,1.63128547008547,,-0.0001793175,,,,,,,,,,,,,26.0027721131994,-0.281519058156867,25.9043564561889,-0.0930650771470627,26.4064151645208,0.321411814776553
305,2023/06/06 13:32:21,6498.5176,260.0008,1,5,0,0,0,0,-2.748924,4.134219,-11.364653830356,4.545062e-7,0.1984923,1.908939e-6,0.8242969,0.1984923,1.69651538461538,,-0.0001003396,,5.743612,,,,,,,,,,,26.2019673606069,-0.217642698278019,25.8267150725763,-0.329123788556682,26.4353052393867,0.108039837570149
306,2023/06/06 13:32:31,6508.5172,270.0004,1,5,0,0,0,0,-2.749306,4.13257,-11.36169949642,4.545062e-7,0.2061276,1.908939e-6,0.8558557,0.2061276,1.76177435897436,,-9.774837e-5,,,,,,,,,,,,,26.39959,0.2681027,26.00327,0.239061,26.16438,0.06236149
307,2023/06/06 13:32:41,6518.5171,280.0003,1,5,0,0,0,0,-2.748932,4.131323,-11.356725997036,4.545062e-7,0.21376,1.908939e-6,0.8873923,0.21376,1.82700854700855,,-0.0001378277,,,,,,,,,,,,,26.4445,0.2561983,26.21861,0.3017627,26.18095,-0.139573
308,2023/06/06 13:32:51,6528.518,290.0012,1,5,0,0,0,0,-2.748932,4.129994,-11.353072666408,4.545062e-7,0.2213964,1.908939e-6,0.9189349,0.2213964,1.89227692307692,,-0.0001259239,,,,,,,,,,,,,26.30846,0.1601844,26.18185,0.2412059,26.25072,-0.1217071
309,2023/06/06 13:33:01,6538.5184,300.0016,1,5,0,0,0,0,-2.748451,4.128585,-11.347213571835,4.545062e-7,0.2290324,1.908939e-6,0.950466,0.2290324,1.95754188034188,,-0.0001130859,,5.701607,0.1758239,,,,,,,,,,26.26357,-0.1796071,26.08723,0.0403214,26.2626,-0.2676075
310,2023/06/06 13:33:11,6548.5174,310.0006,1,5,0,0,0,0,-2.749176,4.127231,-11.346484411656,4.545062e-7,0.2366644,1.908939e-6,0.9819699,0.2366644,2.02277264957265,,-0.0001600754,,,,,,,,,,,,,26.11096,-0.2103458,26.04812,0.08907498,26.34423,0.204435
311,2023/06/06 13:33:21,6558.5185,320.0017,1,5,0,0,0,0,-2.748947,4.125765,-11.341509319455,4.545062e-7,0.2443005,1.908939e-6,1.01348,0.2443005,2.08803846153846,,-0.0001615659,,,,,,,,,,,,,26.10346,-0.05521173,26.03351,0.2171508,26.39354,0.07219986
312,2023/06/06 13:33:31,6568.5169,330.0001,1,5,0,0,0,0,-2.749458,4.124696,-11.340678414768,4.545062e-7,0.2519358,1.908939e-6,1.044978,0.2519358,2.15329743589744,,-0.0001344285,,5.673512,,,,,,,,,,,26.103458404557,-0.406983940182456,26.0406131033961,-0.217274388902445,26.3651316623027,-0.137017705649141
313,2023/06/06 13:33:41,6578.5169,340.0001,1,5,0,0,0,0,-2.748985,4.123257,-11.334771644145,4.545062e-7,0.2595708,1.908939e-6,1.076464,0.2595708,2.21855384615385,,-0.0001073699,,,,,,,,,,,,,26.27727,0.00439247,26.12934,0.2098501,26.2337,-0.01766044
314,2023/06/06 13:33:51,6588.518,350.0012,1,5,0,0,0,0,-2.749023,4.121881,-11.331145672263,4.545062e-7,0.2672025,1.908939e-6,1.107925,0.2672025,2.28378205128205,,-0.0001064653,,,,,,,,,,,,,26.4715060839758,0.316697246415378,26.1391772240263,0.122521416825672,26.2435397117944,-0.184537917714386
315,2023/06/06 13:34:01,6598.5186,360.0018,1,5,0,0,0,0,-2.748718,4.120576,-11.326301421568,4.545062e-7,0.2748392,1.908939e-6,1.139397,0.2748392,2.34905299145299,,-0.0001043463,,,,,,,,,,,,,26.33973,0.4500574,25.83679,0.1334394,26.36728,0.006701929
316,2023/06/06 13:34:11,6608.5173,370.0005,1,5,0,0,0,0,-2.748672,4.119323,-11.322667789056,4.545062e-7,0.2824751,1.908939e-6,1.170856,0.2824751,2.41431709401709,,-0.0001291799,,5.615733,0.1761996,,,,,,,,,,26.03909,-0.1799551,25.77733,-0.2351519,26.56347,0.1932402
317,2023/06/06 13:34:21,6618.5181,380.0013,1,5,0,0,0,0,-2.749161,4.117846,-11.320621627206,4.545062e-7,0.2901078,1.908939e-6,1.202291,0.2901078,2.47955384615385,,-0.0001013223,,,,,,,,,,,,,26.1646181906193,-0.0274583429940762,26.0805042469424,0.232619272309414,26.3695278486902,0.0354661736173487
318,2023/06/06 13:34:31,6628.5176,390.0008,1,5,0,0,0,0,-2.749077,4.116607,-11.316869621739,4.545062e-7,0.2977442,1.908939e-6,1.233731,0.2977442,2.54482222222222,,-0.0001489806,,,,,,,,,,,,,26.3788221898082,-0.107249515596625,26.1883743632449,0.233290389039159,26.2785727481639,-0.245455724917657
319,2023/06/06 13:34:41,6638.5183,400.0015,1,5,0,0,0,0,-2.748634,4.114959,-11.310516216006,4.545062e-7,0.3053798,1.908939e-6,1.265159,0.3053798,2.61008376068376,,-0.0001329963,,,,,,,,,,,,,26.4363929813223,0.215082610795991,26.1537193801841,0.250676079049959,26.2723092530558,-0.104748469808239
320,2023/06/06 13:34:51,6648.5171,410.0003,1,5,0,0,0,0,-2.748779,4.113938,-11.308306381702,4.545062e-7,0.313011,1.908939e-6,1.296557,0.313011,2.67530769230769,,-0.0001207824,,5.772577,,,,,,,,,,,26.40319,0.2397887,25.94296,-0.1514859,26.4095,-0.06919852
321,2023/06/06 13:35:01,6658.5172,420.0004,1,5,0,0,0,0,-2.748558,4.11225,-11.3027576355,4.545062e-7,0.3206454,1.908939e-6,1.327959,0.3206454,2.74055897435897,,-0.0001281924,,,,,,,,,,,,,26.0644,0.02642253,25.78845,-0.235606,26.57458,0.1773604
322,2023/06/06 13:35:11,6668.5181,430.0013,1,5,0,0,0,0,-2.7491,4.111345,-11.3024985395,4.545062e-7,0.3282803,1.908939e-6,1.359352,0.3282803,2.80581452991453,,-0.0001138327,,,,,,,,,,,,,26.18688,-0.1984433,26.10988,0.03594206,26.45572,0.2236276
323,2023/06/06 13:35:21,6678.5181,440.0013,1,5,0,0,0,0,-2.749153,4.109841,-11.298581714673,4.545062e-7,0.3359156,1.908939e-6,1.390737,0.3359156,2.8710735042735,,-0.0001982733,,,,,,,,,,,,,26.3831881919474,0.3020364364048,26.1146602152594,0.182388912456944,26.2119069638872,-0.247018294854261
324,2023/06/06 13:35:31,6688.5175,450.0007,1,5,0,0,0,0,-2.749084,4.108721,-11.295219161564,4.545062e-7,0.3435463,1.908939e-6,1.422094,0.3435463,2.93629316239316,,-0.0001145439,,5.859643,0.1727886,,,,,,,,,,26.31409,0.3132139,25.86084,0.08174235,26.49073,0.185041
325,2023/06/06 13:35:41,6698.5182,460.0014,1,5,0,0,0,0,-2.748367,4.107245,-11.288216618915,4.545062e-7,0.3511817,1.908939e-6,1.453459,0.3511817,3.00155299145299,,-9.686813e-5,,,,,,,,,,,,,26.0186987850042,-0.190153929877464,25.8350546554184,-0.198758226222183,26.5501588600987,0.214566933913053
326,2023/06/06 13:35:51,6708.5168,470.0,1,5,0,0,0,0,-2.748962,4.105966,-11.287144507292,4.545062e-7,0.3588149,1.908939e-6,1.484805,0.3588149,3.06679401709402,,-0.0001206969,,,,,,,,,,,,,26.3384107332791,0.219041848217373,26.1692327279313,0.245507031067953,26.2309972304165,-0.142554404746962
327,2023/06/06 13:36:01,6718.5169,480.0001,1,5,0,0,0,0,-2.748657,4.104747,-11.282541574779,4.545062e-7,0.3664491,1.908939e-6,1.516146,0.3664491,3.13204358974359,,-0.0001674637,,5.594885,,,,,,,,,,,26.1375068566978,0.153848787905468,25.7692900220361,-0.0549019113049684,26.49152218254,0.13370206576748
328,2023/06/06 13:36:11,6728.517,490.0002,1,5,0,0,0,0,-2.748779,4.103075,-11.278446395425,4.545062e-7,0.3740839,1.908939e-6,1.547479,0.3740839,3.19729829059829,,-8.958942e-5,,,,,,,,,,,,,26.203620920899,-0.13877706318473,26.0840484699106,0.0699977281626109,26.2665082571421,0.0241573152281423
329,2023/06/06 13:36:21,6738.5179,500.0011,1,5,0,0,0,0,-2.748566,4.102184,-11.275123468144,4.545062e-7,0.3817197,1.908939e-6,1.578806,0.3817197,3.26256153846154,,-0.0001060243,,,,,,,,,,,,,26.3008,0.03159932,25.86174,-0.2778957,26.51293,0.03141068
330,2023/06/06 13:36:31,6748.5174,510.0006,1,5,0,0,0,0,-2.748848,4.100586,-11.271887624928,4.545062e-7,0.3893543,1.908939e-6,1.610118,0.3893543,3.32781452991453,,-0.0001104125,,,,,,,,,,,,,26.23332,-0.3257952,26.14925,-0.07703602,26.28204,-0.1644397
331,2023/06/06 13:36:41,6758.5175,520.0007,1,5,0,0,0,0,-2.748375,4.099484,-11.2669193385,4.545062e-7,0.3969872,1.908939e-6,1.641414,0.3969872,3.39305299145299,,-0.0001064632,,6.107002,0.1726688,,,,,,,,,,26.19796,0.04859794,25.85821,-0.1860842,26.5875,0.03578362
332,2023/06/06 13:36:51,6768.5176,530.0008,1,5,0,0,0,0,-2.74929,4.097941,-11.26642821189,4.545062e-7,0.4046219,1.908939e-6,1.672706,0.4046219,3.45830683760684,,-8.613223e-5,,,,,,,,,,,,,26.42709,0.3000766,26.1657,0.2413949,26.26298,-0.1907643
333,2023/06/06 13:37:01,6778.5177,540.0009,1,5,0,0,0,0,-2.749046,4.097002,-11.262846960092,4.545062e-7,0.4122583,1.908939e-6,1.703996,0.4122583,3.52357521367521,,-0.0001638928,,,,,,,,,,,,,26.05993,-0.2516822,26.00417,-0.1824353,26.44231,0.08478274
334,2023/06/06 13:37:11,6788.517,550.0002,1,5,0,0,0,0,-2.749573,4.09544,-11.26071124712,4.545062e-7,0.4198906,1.908939e-6,1.73526,0.4198906,3.58880854700855,,-0.0001127968,,,,,,,,,,,,,26.4053291110747,0.184131764020402,25.9877130246887,0.0443647881803262,26.3335276992273,0.0566213339585467
335,2023/06/06 13:37:21,6798.517,560.0002,1,5,0,0,0,0,-2.748741,4.094484,-11.254676044644,4.545062e-7,0.4275247,1.908939e-6,1.76652,0.4275247,3.65405726495726,,-9.186229e-5,,5.722743,,,,,,,,,,,26.06004,-0.3884097,25.95456,-0.1275346,26.35843,-0.05667295
336,2023/06/06 13:37:31,6808.5178,570.001,1,5,0,0,0,0,-2.749161,4.092758,-11.251650676038,4.545062e-7,0.4351612,1.908939e-6,1.797781,0.4351612,3.7193264957265,,-8.673783e-5,,,,,,,,,,,,,26.30378,-0.2792882,26.19136,0.06294793,26.30121,-0.1923067
337,2023/06/06 13:37:41,6818.518,580.0012,1,5,0,0,0,0,-2.748466,4.091627,-11.245697694182,4.545062e-7,0.4427927,1.908939e-6,1.829012,0.4427927,3.78455299145299,,-0.0001532114,,,,,,,,,,,,,26.36375,0.2218583,25.96028,-0.00836526,26.62389,0.1641894
338,2023/06/06 13:37:51,6828.5174,590.0006,1,5,0,0,0,0,-2.749115,4.090513,-11.245290645995,4.545062e-7,0.4504287,1.908939e-6,1.860251,0.4504287,3.84981794871795,,-0.0001232387,,,,,,,,,,,,,26.1185441697347,-0.122470563813235,26.1196063320561,0.137890068349559,26.2963594766736,-0.172639547949375
339,2023/06/06 13:38:01,6838.5185,600.0017,1,5,0,0,0,0,-2.748489,4.089203,-11.239129464267,4.545062e-7,0.4580644,1.908939e-6,1.891479,0.4580644,3.91508034188034,,-0.0001236472,,6.062761,0.1722177,,,,,,,,,,26.39433,0.3833385,25.99801,0.2082674,26.55016,-0.0398785
340,2023/06/06 13:38:11,6848.5177,610.0009,1,5,0,0,0,0,-2.748657,4.087948,-11.236366885836,4.545062e-7,0.4656941,1.908939e-6,1.922674,0.4656941,3.98029145299145,,-0.0001087604,,,,,,,,,,,,,26.1444212157184,-0.2539122449465,26.0460963208561,-0.149966770021378,26.3971763651638,-0.0388379648081543
341,2023/06/06 13:38:21,6858.5168,620.0,1,5,0,0,0,0,-2.748581,4.086585,-11.232309885885,4.545062e-7,0.4733306,1.908939e-6,1.953887,0.4733306,4.04556068376068,,-9.931082e-5,,,,,,,,,,,,,26.4528293996387,0.349101778329739,26.2340528212301,0.240923870432951,26.4188637227314,-0.0199444413074174
342,2023/06/06 13:38:31,6868.5169,630.0001,1,5,0,0,0,0,-2.748734,4.08531,-11.22943049754,4.545062e-7,0.4809658,1.908939e-6,1.985084,0.4809658,4.1108188034188,,-0.0001355651,,,,,,,,,,,,,26.276,0.2542713,25.90793,-0.06436127,26.61901,0.2553203
343,2023/06/06 13:38:41,6878.5171,640.0003,1,5,0,0,0,0,-2.74868,4.084048,-11.22574105664,4.545062e-7,0.4885968,1.908939e-6,2.016255,0.4885968,4.17604102564103,,-0.0001140969,,6.212471,,,,,,,,,,,26.2073,-0.2613402,26.15161,-0.04745039,26.32962,-0.1531038
344,2023/06/06 13:38:51,6888.5182,650.0014,1,5,0,0,0,0,-2.749229,4.082977,-11.225038774733,4.545062e-7,0.4962313,1.908939e-6,2.047431,0.4962313,4.24129316239316,,-0.0001094276,,,,,,,,,,,,,26.44574,0.1893661,26.02107,-0.06085851,26.59771,0.2537667
345,2023/06/06 13:39:01,6898.5173,660.0005,1,5,0,0,0,0,-2.749237,4.081583,-11.221239002171,4.545062e-7,0.5038674,1.908939e-6,2.078604,0.5038674,4.30655897435897,,-7.017018e-5,,,,,,,,,,,,,26.1159185969728,-0.229233981027544,26.0104733573187,-0.29022979822277,26.4060077765698,0.0875592239199367
346,2023/06/06 13:39:11,6908.5168,670.0,1,5,0,0,0,0,-2.748795,4.080597,-11.216724630615,4.545062e-7,0.5114996,1.908939e-6,2.109752,0.5114996,4.37179145299145,,-0.000187477,,,,,,,,,,,,,26.4645,0.07666255,26.3238,0.2817696,26.4171,-0.1694822
347,2023/06/06 13:39:21,6918.5176,680.0008,1,5,0,0,0,0,-2.748581,4.079298,-11.212280976138,4.545062e-7,0.5191352,1.908939e-6,2.140905,0.5191352,4.43705299145299,,-8.825786e-5,,6.174883,0.1584087,,,,,,,,,,26.50472,0.300828,26.10143,0.02976299,26.62126,0.2577603
348,2023/06/06 13:39:31,6928.5168,690.0,1,5,0,0,0,0,-2.748848,4.078318,-11.210676277664,4.545062e-7,0.5267704,1.908939e-6,2.172047,0.5267704,4.50231111111111,,-0.0001499758,,,,,,,,,,,,,26.248,0.1912232,25.90831,-0.1003044,26.6017,0.2119078
349,2023/06/06 13:39:41,6938.5177,700.0009,1,5,0,0,0,0,-2.748619,4.077048,-11.206251596712,4.545062e-7,0.534406,1.908939e-6,2.203182,0.534406,4.56757264957265,,-0.0001178821,,,,,,,,,,,,,26.1362334936631,-0.27041313393384,26.0237033749787,-0.150764765436492,26.4051437958295,-0.0888048442203009
350,2023/06/06 13:39:51,6948.518,710.0012,1,5,0,0,0,0,-2.749008,4.075868,-11.204593738944,4.545062e-7,0.5420366,1.908939e-6,2.234287,0.5420366,4.63279145299145,,-0.0001019259,,,,,,,,,,,,,26.4355664488797,0.263744770934883,26.2593622855266,0.229659908717549,26.4308144674726,-0.113681883978457
351,2023/06/06 13:40:01,6958.5172,720.0004,1,5,0,0,0,0,-2.748848,4.074744,-11.200851894912,4.545062e-7,0.5496728,1.908939e-6,2.265408,0.5496728,4.69805811965812,,-0.0001606969,,,,,,,,,,,,,26.5504503933206,0.399734285533958,26.1401287526275,0.34374026299794,26.6380887135133,-0.0323193599705071
352,2023/06/06 13:40:11,6968.5173,730.0005,1,5,0,0,0,0,-2.748528,4.073701,-11.196681262128,4.545062e-7,0.5573089,1.908939e-6,2.296518,0.5573089,4.76332393162393,,-0.0001108257,,6.710807,,,,,,,,,,,26.1261256943068,-0.223983173515092,25.999391715784,-0.15492619742112,26.4632286878216,0.0410678992256056
353,2023/06/06 13:40:21,6978.5168,740.0,1,5,0,0,0,0,-2.748505,4.072604,-11.19357245702,4.545062e-7,0.5649402,1.908939e-6,2.327601,0.5649402,4.82854871794872,,-8.674379e-5,,,,,,,,,,,,,26.58233,0.3569153,26.23593,0.188673,26.5769,-0.01384795
354,2023/06/06 13:40:31,6988.5169,750.0001,1,5,0,0,0,0,-2.748848,4.071499,-11.191931883152,4.545062e-7,0.5725771,1.908939e-6,2.358699,0.5725771,4.89382136752137,,-0.0001243993,,,,,,,,,,,,,26.06703,-0.108189,25.87633,-0.3979865,26.53382,0.1618596
355,2023/06/06 13:40:41,6998.5168,760.0,1,5,0,0,0,0,-2.748482,4.070687,-11.188209947134,4.545062e-7,0.5802113,1.908939e-6,2.389778,0.5802113,4.95907094017094,,-0.0001017539,,,,,,,,,,,,,26.39077,0.02052175,26.25002,0.2200598,26.38511,-0.1795605
356,2023/06/06 13:40:51,7008.5177,770.0009,1,5,0,0,0,0,-2.749313,4.069182,-11.187454971966,4.545062e-7,0.5878469,1.908939e-6,2.420856,0.5878469,5.02433247863248,,-0.0001158143,,7.204026,0.1426107,,,,,,,,,,26.1931095814068,-0.254730303557171,25.9101863509115,-0.295991803926179,26.5941103064253,0.149380062097178
357,2023/06/06 13:41:01,7018.5176,780.0008,1,5,0,0,0,0,-2.748848,4.068837,-11.184614449776,4.545062e-7,0.5954784,1.908939e-6,2.451909,0.5954784,5.08955897435897,,-8.834311e-5,,,,,,,,,,,,,26.48258,-0.07546128,26.24254,0.2050332,26.47165,-0.1199112
358,2023/06/06 13:41:11,7028.5179,790.0011,1,5,0,0,0,0,-2.749161,4.067849,-11.183171824689,4.545062e-7,0.6031146,1.908939e-6,2.482975,0.6031146,5.15482564102564,,-6.583114e-5,,,,,,,,,,,,,26.1584962827321,-0.0931547675498979,25.9252560871727,-0.213333714710754,26.6682853109276,0.235003692325842
359,2023/06/06 13:41:21,7038.5172,800.0004,1,5,0,0,0,0,-2.748886,4.067111,-11.180024488346,4.545062e-7,0.6107461,1.908939e-6,2.514015,0.6107461,5.22005213675214,,-9.190268e-5,,,,,,,,,,,,,26.3553,0.2660279,26.22162,0.3576482,26.4171,-0.1895846
